kwd_no,키워드명,상품카테고리,리스크 등급,대체키워드,리스크 등급별 세부 심의기준,증빙자료유형,키워드 조회 수(누적카운트),마지막 출력일자,키워드등록일자,키워드등록인,비고,키워드 등록일자
F031,건강기능식품,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F032,건망증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F033,건선,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F034,경옥,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F035,경옥고,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F036,경옥보,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F037,경옥액,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F038,고농도,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F039,고단위,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F040,고본건양단,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F041,고본단,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F042,고본슬,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F043,고본역,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F044,고본주,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F045,고본환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F046,고순도,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F047,고지혈증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F048,고혈압,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F049,골다공증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F050,골수섬유증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F051,공보환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F052,공본환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F053,공산단,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F054,공신원,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F055,공신환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F056,공심환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F057,공지한,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F058,공진단,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F059,공진액,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F060,공진원,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F061,공진한,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F062,과민성대장증후군,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F063,관절건강,식품,1등급(사용금지),-,(신체부위+건강 문구는 모두 사용불가),,0,,,,,
F064,관절염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F065,관절케어,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F066,궁귀교애초,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F067,궁귀교해당,식품,1등급(사용금지),-,(사용금지),,3,2025-12-18 11:56:48,,,,
F068,궁귀초,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F069,귀비액,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F070,귀비자,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F071,귀비전,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F072,귀비탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F073,귀통탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F074,근력강화,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F075,근육강화,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F076,근육관리,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F077,근육합성,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F078,글피탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F079,기관지건강,식품,1등급(사용금지),-,(사용금지)(신체부위+건강 문구는 모두 사용불가),,0,,,,,
F080,기관지염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F081,기능성,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F082,기억력개선,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F083,기절차,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F084,기침,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F085,긴장완화,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F086,꿀잠,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F087,꿀잠큐어,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F088,날씬균,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F089,노페물배출,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F090,노화방지,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F091,녹내장,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F092,녹용대보탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F093,뇌경색증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F094,뇌병증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F095,뇌졸중,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F096,뇌졸증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F097,뇌혈관질환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F098,다이어터,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F099,다이어트,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F100,단백질합성,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F101,단유차,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F102,단잠,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F103,단체추천,식품,1등급(사용금지),-,"(사용금지)
< 식품 등의 표시ㆍ광고에 관한 법률 시행령 [별표 1]부당한 표시 또는 광고의 내용(제3조제1항 관련) >
5. 소비자를 기만하는 다음 각 목의 표시광고
라. 의사, 치과의사, 한의사, 수의사, 약사, 한약사, 대학교수 또는 그 밖의 사람이 제품의 기능성을 보증하거나, 제품을 지정ㆍ공인ㆍ추천ㆍ지도 또는 사용하고
있다는 내용의 표시ㆍ광고 
다만, 의사 등이 해당 제품의 연구ㆍ개발에 직접 참여한 사실만을 나타내는 표시ㆍ광고는 제외한다",,0,,,,,
F104,당뇨,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F105,당뇨간식,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F106,당뇨병,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F107,당부하지수,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F108,당수치,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F109,당지수,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F110,대머리,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F111,대보초,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F112,대상포진,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F113,대장암,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F114,더부룩함,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F115,독성제거,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F116,독소(배출),식품,1등급(사용금지),-,(사용금지),,0,,,,,
F117,동맥경화,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F118,동물복지,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F119,동의보감,식품,1등급(사용금지),-,"(사용금지) (의학고서(동의보감,본초강목,등)관련내용은 사용불가)",,0,,,,,
F120,두드러기,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F121,드럭,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F122,디톡스,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F123,뚱보균,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F124,만성피로,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F125,머리가 굵어진다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F126,머리가 난다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F127,머리가 빠진다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F128,머리가 얇아진다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F129,머리가 채워진다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F130,머리가 풍성해진다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F131,면역(건강),식품,1등급(사용금지),-,(사용금지),,0,,,,,
F132,면역기능,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F133,면역력,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F134,면역력개선,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F135,면역증진,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F136,모발관리,식품,1등급(사용금지),-,(사용금지)(신체부위+관리 문구는 모두 사용불가),,0,,,,,
F137,모유촉진,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F138,물광주사,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F139,바이러스,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F140,발기부전,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F141,발기부전 완화,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F142,밤에도 자신감 없는,식품,1등급(사용금지),-,(사용금지)(시정조치사항 반영),,0,,,,,
F143,배변활동,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F144,변비,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F145,변비예방,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F146,병원/약국판매 건강기능식품,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F147,부종,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F148,불면증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F149,붓기,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F150,붓기차,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F151,비염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F152,뼈건강,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F153,뿌리부터 단단하게,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F154,살 빠짐,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F155,생리통,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F156,생리활성,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F157,생명수,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F158,성기능,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F159,성생활,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F160,성장호르몬 촉진제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F161,세포재생,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F162,소화제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F163,속 불편,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F164,속 쓰림,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F165,속 아픔,식품,1등급(사용금지),-,(사용금지),,4,2025-12-18 11:56:48,,,,
F166,속 편한,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F167,송명대보증량,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F168,송명전,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F169,송명차,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F170,송명한,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F171,수면유도제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F172,수면장애,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F173,수면제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F174,슈퍼푸드(super-food),식품,1등급(사용금지),-,(사용금지),,0,,,,,
F175,스트레스,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F176,시린다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F177,식욕억제제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F178,식이요법,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F179,신물,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F180,신체구성성분(건강정보)소개,식품,1등급(사용금지),-,"(사용금지)
[질문]
1.콜라겐(기타 가공품) 광고할 때 건강정보(피부, 모발, 눈, 치아, 내장, 뼈, 관절, 근육, 손발톱’에 대한 작용, 연령별 콜라겐 감소 그래프 등) 
광고가 건강기능식품으로 오인할 수 있는 표현인가?
2. 제품정보와 관련 없다는 내용을 표기한다면 광고에 사용할 수 있는가?
[답변]
신체의 일부 또는 신체조직의 기능·작용·효과·효능에 관한 표현은 거짓·과장 표시·광고에 해당하며 콜라겐 제품의 표시 및 
광고로 ‘연령별로 콜라겐이 감소하는 이미지’ 등의 건강정보 및 ‘피부, 모발, 눈, 치아, 내장, 뼈, 관절, 근육, 손발톱’에 대한 작용 등의 
광고는 모두 부당한 표시·광고에 해당됩니다.",,4,2025-12-18 11:56:48,,,,
F181,심근경색,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F182,심혈관,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F183,아토피,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F184,아프다,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F185,암세포,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F186,약수,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F187,여드름,식품,1등급(사용금지),-,"(사용금지) (여드름,여드름흉터,여드름개선/제거/예방 등 여드름관련 키워드 사용불가)",,40,2025-12-22 11:06:29,,,,
F188,역류성 식도염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F189,염증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F190,예방치료,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F191,오빠 언제까지 고개만 숙일거야,식품,1등급(사용금지),-,(사용금지)(시정조치사항 반영),,4,2025-12-18 11:56:48,,,,
F192,오빠 이게 끝이야?,식품,1등급(사용금지),-,(사용금지)(시정조치사항 반영),,4,2025-12-18 11:56:48,,,,
F193,오십견,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F194,요실금,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F195,위 관리,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F196,위 보호,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F197,위 빵꾸,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F198,위 편한,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F199,위염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F200,유도제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F201,유지어터,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F202,육군자탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F203,육미지황전,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F204,육미지황탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F205,육이지환원,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F206,음란,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F207,음란한,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F208,의약품,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F209,이가탄,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F210,이온수,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F211,이중탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F212,익모환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F213,익수영진고,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F214,인사돌,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F215,인플루엔자,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F216,자양강장,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F217,자연감량이,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F218,장건강,식품,1등급(사용금지),-,(사용금지)(신체부위+건강 문구는 모두 사용불가),,0,,,,,
F219,장기능,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F220,장애,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F221,장염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F222,저옥고,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F223,저탄고지(키토제닉),식품,1등급(사용금지),-,"(사용금지)

영양성분에 대하여 “저”, “무”, “고(또는 풍부)”용어를 사용하는 것은 영양성분 함량강조 표시에 해당되며, 「식품등의 표시기준」 (식약처 고시)
『별지 1』 1.아.3).가).(2). 영양성분 함량강조표시 세부기준에 각각적합하여야 하며, “무” 또는 “저” 의 강조표시는 (2)의 규정에 따른 
영양성분 함량 강조표시 세부기준에 적합하게 제조·가공과정을 통하여 해당 영양성분의 함량을 낮추거나 제거한 경우에만 사용할 수 있습니다. 

따라서 “저탄고지”표현이 “저탄수화물”, “고지방”을 의미하는 경우라면, 위 규정에 따른 강조표시 세부기준에서 별도의 기준을 정하고 있지 
아니하므로 적절하지 아니한 것으로 판단됩니다. 

**건강기능식품은 건강기능식품 표시기준 규정이 별도로 존재함",,0,,,,,
F224,전립선 비대증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F225,전문가추천,식품,1등급(사용금지),-,"(사용금지)
< 식품 등의 표시ㆍ광고에 관한 법률 시행령 [별표 1]부당한 표시 또는 광고의 내용(제3조제1항 관련) >
5. 소비자를 기만하는 다음 각 목의 표시광고
라. 의사, 치과의사, 한의사, 수의사, 약사, 한약사, 대학교수 또는 그 밖의 사람이 제품의 기능성을 보증하거나, 제품을 지정ㆍ공인ㆍ추천ㆍ지도 또는 사용하고
있다는 내용의 표시ㆍ광고 
다만, 의사 등이 해당 제품의 연구ㆍ개발에 직접 참여한 사실만을 나타내는 표시ㆍ광고는 제외한다",,0,,,,,
F226,전보환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F227,정기산,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F228,정맥순환개선제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F229,정맥염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F230,정자운동성,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F231,정폐원액,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F232,제통원,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F233,조루,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F234,주문쇄도,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F235,중추신경계,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F236,지방간,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F237,지방연소,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F238,진해고,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F239,질건강,식품,1등급(사용금지),-,"(사용금지)(남성,여성의 성기능 또는 생식기 건강과 관련된 내용은 모두 사용불가)",,0,,,,,
F240,"질병, 의학적증상 관련문구",식품,1등급(사용금지),-,"(사용금지)(각종 질병,증상,통증의 완화,개선,감소 관련 명칭은 전부 사용불가)(주요 금지키워드: 기관지,천식,비염,기침가래,근감소증,골다공증,당뇨,간암,간경화,치매,건망증,알츠하이머,고혈압,...etc)",,0,,,,,
F241,질염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F242,집중력,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F243,처방명인,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F244,천식,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F245,천연수면제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F246,청심원,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F247,청심환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F248,체중감량,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F249,체중감소,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F250,체지방감소,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F251,체지방개선,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F252,체지방분해,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F253,체험기,식품,1등급(사용금지),-,"(사용금지)
< 식품 등의 표시ㆍ광고에 관한 법률 시행령 [별표 1]부당한 표시 또는 광고의 내용(제3조제1항 관련) >
5. 소비자를 기만하는 다음 각 목의 표시광고
라. 의사, 치과의사, 한의사, 수의사, 약사, 한약사, 대학교수 또는 그 밖의 사람이 제품의 기능성을 보증하거나, 제품을 지정ㆍ공인ㆍ추천ㆍ지도 또는 사용하고
있다는 내용의 표시ㆍ광고 
다만, 의사 등이 해당 제품의 연구ㆍ개발에 직접 참여한 사실만을 나타내는 표시ㆍ광고는 제외한다",,0,,,,,
F254,총명에,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F255,총명탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F256,추천,식품,1등급(사용금지),-,"(사용금지)
< 식품 등의 표시ㆍ광고에 관한 법률 시행령 [별표 1]부당한 표시 또는 광고의 내용(제3조제1항 관련) >
5. 소비자를 기만하는 다음 각 목의 표시광고
라. 의사, 치과의사, 한의사, 수의사, 약사, 한약사, 대학교수 또는 그 밖의 사람이 제품의 기능성을 보증하거나, 제품을 지정ㆍ공인ㆍ추천ㆍ지도 또는 사용하고
있다는 내용의 표시ㆍ광고 
다만, 의사 등이 해당 제품의 연구ㆍ개발에 직접 참여한 사실만을 나타내는 표시ㆍ광고는 제외한다",,0,,,,,
F257,치료,식품,1등급(사용금지),-,(사용금지),,14,2025-12-22 11:06:29,,,,
F258,치매,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F259,치매예방,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F260,치유,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F261,카베진,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F262,코로나,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F263,코로나19,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F264,코로나바이러스,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F265,콜레스테롤,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F266,크론,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F267,키성장,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F268,키크는 영양제,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F269,키토식,식품,1등급(사용금지),-,"(사용금지)

영양성분에 대하여 “저”, “무”, “고(또는 풍부)”용어를 사용하는 것은 영양성분 함량강조 표시에 해당되며, 「식품등의 표시기준」 (식약처 고시)
『별지 1』 1.아.3).가).(2). 영양성분 함량강조표시 세부기준에 각각적합하여야 하며, “무” 또는 “저” 의 강조표시는 (2)의 규정에 따른 
영양성분 함량 강조표시 세부기준에 적합하게 제조·가공과정을 통하여 해당 영양성분의 함량을 낮추거나 제거한 경우에만 사용할 수 있습니다. 

따라서 “저탄고지”표현이 “저탄수화물”, “고지방”을 의미하는 경우라면, 위 규정에 따른 강조표시 세부기준에서 별도의 기준을 정하고 있지 
아니하므로 적절하지 아니한 것으로 판단됩니다. 

**건강기능식품은 건강기능식품 표시기준 규정이 별도로 존재함",,0,,,,,
F270,키토제닉,식품,1등급(사용금지),-,"(사용금지)

영양성분에 대하여 “저”, “무”, “고(또는 풍부)”용어를 사용하는 것은 영양성분 함량강조 표시에 해당되며, 「식품등의 표시기준」 (식약처 고시)
『별지 1』 1.아.3).가).(2). 영양성분 함량강조표시 세부기준에 각각적합하여야 하며, “무” 또는 “저” 의 강조표시는 (2)의 규정에 따른 
영양성분 함량 강조표시 세부기준에 적합하게 제조·가공과정을 통하여 해당 영양성분의 함량을 낮추거나 제거한 경우에만 사용할 수 있습니다. 

따라서 “저탄고지”표현이 “저탄수화물”, “고지방”을 의미하는 경우라면, 위 규정에 따른 강조표시 세부기준에서 별도의 기준을 정하고 있지 
아니하므로 적절하지 아니한 것으로 판단됩니다. 

**건강기능식품은 건강기능식품 표시기준 규정이 별도로 존재함",,0,,,,,
F271,탈모,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F272,탈모약,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F273,탈모예방,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F274,탈미지황탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F275,테라피(THERAPY),식품,1등급(사용금지),-,(사용금지),,0,,,,,
F276,통증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F277,퇴행성,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F278,특수제법,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F279,특정계층 타겟형 기능성소구,식품,1등급(사용금지),-,"(사용금지)(ex_수험생기억력개선,노인인지능력개선 등)",,0,,,,,
F280,파킨슨병,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F281,팔물탕,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F282,팔미지향액,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F283,패혈증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F284,편두통,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F285,편식,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F286,폐기종,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F287,폐질환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F288,피곤해서,식품,1등급(사용금지),-,(사용금지),,4,2025-12-18 11:56:48,,,,
F289,피로,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F290,피로해소,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F291,피로회복,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F292,피부개선,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F293,피부건강,식품,1등급(사용금지),-,(사용금지)(신체부위+건강 문구는 모두 사용불가),,0,,,,,
F294,피부미백,식품,1등급(사용금지),-,"(사용금지)(피부미백,밝아짐,환해짐 등 피부개선 내용 모두 사용불가)",,0,,,,,
F295,피부염,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F296,한방,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F297,한방쌍화차,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F298,한약,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F299,한약재,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F300,한의사,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F301,항고혈암,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F302,항균,식품,1등급(사용금지),-,(사용금지),,14,2025-12-22 11:06:29,,,,
F303,항당뇨,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F304,항바이러스,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F305,항산화작용,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F306,항암,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F307,해독,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F308,혈관약,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F309,혈관질환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F310,혈관청소(부),식품,1등급(사용금지),-,(사용금지),,0,,,,,
F311,혈기원,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F312,혈당건강,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F313,혈당관리,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F314,혈당지수,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F315,혈당케어,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F316,혈색,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F317,혈액순환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F318,협심증,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F319,호흡기질환,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F320,호흡부전,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F321,환자,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F322,활력십전대보험,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F323,detox,식품,2등급(대체키워드사용),d-tox/d-toks,(좌측 대체키워드 사용가능하나 권장드리지는 않음),,0,,,,,
F324,FDA,식품,2등급(대체키워드사용),*검토중,*검토중,,0,,,,,
